id,Age,Birth_Country,Date_of_Birth,Function,Gender,Height_m,Place_of_birth,Residence_Country,name,events,Place_of_residence
0,24,,22 Aug 2000,Athlete,Male,2.12,"CHICAGO, IL",,CONDITT IV George,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,21,Australia,17 Mar 2003,Athlete,Male,2.03,"BENDIGO, VIC",United States,DANIELS Dyson,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN",
0,32,France,26 Jun 1992,Athlete,Male,2.16,SAINT-QUENTIN,United States,GOBERT Rudy,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal","MINNEAPOLIS, MN"
0,20,France,2 Jun 2004,Athlete,Female,1.81,RODEZ,France,LACAN Leila,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,31,United States,30 Dec 1992,Athlete,Male,1.93,"PASADENA, TX",,WALKUP Thomas,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenGREGreece     8    NaN",
0,25,Japan,23 Oct 1999,Athlete,Female,1.63,HIROSHIMA,Japan,YAMAMOTO Mai,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenJPNJapan    12    NaN",
0,18,South Sudan,14 Sep 2006,Athlete,Male,2.16,RUMBEK,,MALUACH Khaman,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN",
0,26,United States,22 Dec 1997,Athlete,Male,2.03,"LAWRENCEVILLE, GA",,FORD Aleem,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,20,Germany,28 May 2004,Athlete,Female,1.86,GEORGSMARIENHUTTE,,BUHNER Frieda,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
0,27,,18 May 1997,Athlete,Female,1.72,,,KATANIC Aleksandra,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenSRBSerbia     6    NaN",
0,27,United States,16 Sep 1997,Athlete,Female,1.83,"PRINCETON, IN",United States,YOUNG Jackie,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal",
0,30,United States,24 Aug 1994,Athlete,Female,1.73,"POWAY, CA",United States,PLUM Kelsey,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal",
0,29,Greece,6 Dec 1994,Athlete,Male,2.11,ATHENS,United States,ANTETOKOUNMPO Giannis,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenGREGreece     8    NaN",
0,27,United States,18 Jul 1997,Athlete,Male,2.06,"NEWARK, NJ",United States,ADEBAYO Bam,"             Discipline                Event  Rank       Medal
0  BasketballBasketball  MenUSAUnited States     1  Gold Medal","MIAMI, FL"
0,31,France,27 Jun 1993,Athlete,Female,1.70,AGEN,France,BERNIES Romane,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,37,Australia,2 Oct 1987,Athlete,Male,2.06,"HAPPY VALLEY, SA",Australia,INGLES Joe,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN",
0,26,Canada,12 Jul 1998,Athlete,Male,1.98,"TORONTO, ON",,GILGEOUS-ALEXANDER Shai,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,29,China,2 Jan 1995,Athlete,Female,1.83,SHENYANG,China,LI Meng,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",SHENYANG
0,24,China,31 Oct 1999,Athlete,Female,2.05,SHIJIAZHUANG,China,HAN Xu,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",BEIJING
0,27,United States,21 Nov 1996,Athlete,Female,1.88,"RICHMOND HILL, NEW YORK, NY",,ROMA Sofia,"             Discipline                Event  Rank  Medal
0  BasketballBasketball  WomenPURPuerto Rico    10    NaN",
0,20,Germany,24 Nov 2003,Athlete,Female,1.91,BERLIN,Germany,SONTAG Lina,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",KLEINMACHNOW
0,29,China,16 Oct 1995,Athlete,Female,1.80,HAIYONG,China,WANG Siyu,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",
0,34,Australia,12 Aug 1990,Athlete,Female,1.80,"BAROSSA VALLEY, SA",Australia,MADGEN Tess,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal","SYDNEY, NSW"
0,27,Canada,23 Feb 1997,Athlete,Male,1.93,"KITCHENER, ON",,MURRAY Jamal,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,26,Belgium,28 Jul 1998,Athlete,Male,1.93,IXELLES,United States,NTILIKINA Frank,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,22,United States,26 Aug 2002,Athlete,Male,2.10,"OMAHA, NE",United States,THOR Jt,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN",
0,29,Serbia,30 Dec 1994,Athlete,Male,2.13,NOVI SAD,,MILUTINOV Nikola,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,33,Germany,8 Jun 1991,Athlete,Male,2.00,BERLIN,Germany,GIFFEY Niels,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  MenGERGermany     4    NaN",
0,24,Egypt,3 Jul 2000,Athlete,Male,1.93,,Australia,MAKOI Jackson,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN","CAIRNS, QLD"
0,29,United States,2 Feb 1995,Athlete,Male,2.01,"AUBURN, CA",,PINEIRO Isaiah,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,18,Cambodia,16 Nov 2005,Athlete,Female,1.98,YAOUNDE,France,MALONGA Dominique,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,24,Canada,10 Nov 1999,Athlete,Female,1.88,"BRAMPTON, ON",United States,ADEYEYE Adebola,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,31,Germany,31 Dec 1992,Athlete,Male,1.92,BERLIN,Germany,LO Maodo,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  MenGERGermany     4    NaN",BERLIN
0,24,Belgium,21 Mar 2000,Athlete,Female,1.86,OSTEND,,MASSEY Becky,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenBELBelgium     4    NaN",
0,27,DR Congo,22 Jul 1997,Athlete,Female,1.83,KINSHASA,Belgium,MUNUNGA Bethy,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenBELBelgium     4    NaN",ZELLIK
0,20,Japan,13 Apr 2004,Athlete,Male,2.03,YOKAHAMA,,JACOBS Akira,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",
0,22,,22 Jun 2002,Athlete,Male,1.97,,,SANTOS Gui,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenBRABrazil     7    NaN",
0,35,France,10 Jan 1989,Athlete,Female,1.80,RIS-ORANGIS,,MICHEL BOURY Sarah,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,26,Puerto Rico,28 Oct 1997,Athlete,Male,2.02,MAYAG?EZ,Latvia,TORO Arnaldo,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,28,United States,26 Aug 1996,Athlete,Female,1.88,"FONTANA, CA",United States,OKONKWO Amy,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN","FORT WORTH, TX"
0,30,Ethiopia,1 Jan 1994,Athlete,Male,1.95,GAMBELA,Australia,DECH Sunday,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN","ADELAIDE, SA"
0,18,Canada,28 Jan 2006,Athlete,Female,1.82,"SUDBURY, ON",Canada,SWORDS Syla,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN",
0,26,Japan,17 Sep 1998,Athlete,Male,1.88,KOBE,Japan,TOEWS Kai,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",
0,27,Sudan,26 Mar 1997,Athlete,Male,2.06,KHARTOUM,,GABRIEL Wenyen,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN",
0,22,Canada,9 Jul 2002,Athlete,Female,1.91,"KINGSTON, ON",Canada,EDWARDS Aaliyah,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN","KINGSTON, ON"
0,26,United States,23 Dec 1997,Athlete,Male,1.83,"CINCINNATI, OH",,JONES Carlik,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN",
0,26,Germany,21 Sep 1998,Athlete,Male,2.05,MUNICH,Germany,DA SILVA Oscar,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  MenGERGermany     4    NaN",
0,27,United States,23 Mar 1997,Athlete,Male,1.94,"HARBOR CITY, CA",,THOMPSON JR. Stephen,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,35,Australia,2 Jul 1989,Athlete,Female,1.96,"MACKAY, QLD",Australia,TOLO Marianna,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal","CANBERRA, ACT"
0,28,France,17 Dec 1995,Athlete,Male,2.03,DREUX,,YABUSELE Guerschon,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,32,Brazil,7 Jul 1992,Athlete,Male,2.06,POUSO ALEGRE,,FELICIO Cristiano,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenBRABrazil     7    NaN",
0,35,United States,7 Feb 1989,Athlete,Male,1.98,"CASSELBURY, FL",,CALATHES Nick,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenGREGreece     8    NaN",
0,27,Nigeria,12 Jul 1997,Athlete,Female,1.88,PORT HARCOURT,Italy,KUNAIYI-AKPANAH Pallas,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,29,Australia,25 Oct 1995,Athlete,Male,2.11,"MELBOURNE, VIC",,LANDALE Jock,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN",
0,27,Spain,18 Jun 1997,Athlete,Female,1.78,LAS PALMAS DE GRAN CANARIA,,CAZORLA Maite,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenESPSpain     5    NaN",
0,26,United States,3 Mar 1998,Athlete,Male,2.03,"ST. LOUIS, MO",United States,TATUM Jayson,"             Discipline                Event  Rank       Medal
0  BasketballBasketball  MenUSAUnited States     1  Gold Medal","ST LOUIS,. MO"
0,33,Canada,20 Jul 1991,Athlete,Male,2.12,"TORONTO, ON",,POWELL Dwight,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,31,Germany,15 Sep 1993,Athlete,Male,1.88,BRAUNSCHWEIG,United States,SCHRODER Dennis,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  MenGERGermany     4    NaN","LOS ANGELES, CA"
0,20,Australia,12 Sep 2004,Athlete,Female,1.80,"ADELAIDE, SA",Australia,BORLASE Isobel,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal",
0,34,Japan,11 Aug 1990,Athlete,Male,1.91,FUKUOKA,Japan,HIEJIMA Makoto,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",
0,24,Belgium,21 Mar 2000,Athlete,Female,1.86,OSTEND,Belgium,MASSEY Billie,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenBELBelgium     4    NaN",BREDENE
0,35,France,14 Dec 1988,Athlete,Male,2.03,LISIEUX,,BATUM Nicolas,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,28,Greece,15 Jun 1996,Athlete,Male,1.88,ATHENS,Greece,TOLIOPOULOS Vasilis,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenGREGreece     8    NaN",
0,29,Canada,22 Nov 1994,Athlete,Female,1.78,"TORONTO, ON",Canada,HILL Sami,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN",
0,26,Australia,10 Jun 1998,Athlete,Male,2.08,"BRISBANE, QLD",Australia,MAGNAY Will,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN","BRISBANE, QLD"
0,22,Australia,18 Aug 2002,Athlete,Female,1.78,"MELBOURNE, VIC",Australia,MELBOURNE Jade,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal","TRARALGON, VIC"
0,25,Serbia,22 Dec 1998,Athlete,Male,2.16,CACAK,,PLAVSIC Uros,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,25,Cyprus,10 Sep 1999,Athlete,Female,1.88,LARNACA,,RACA Ivana,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenSRBSerbia     6    NaN",
0,22,Germany,19 Nov 2001,Athlete,Female,1.92,MUNICH,,BESSOIR Emily,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
0,22,,22 Nov 2001,Athlete,Female,1.88,,China,LUO Xinyu,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",
0,30,France,29 Apr 1994,Athlete,Female,1.84,BORDEAUX,Czechia,AYAYI Valeriane,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",PRAGUE
0,29,Canada,26 Jul 1995,Athlete,Male,1.98,"OTTAWA, ON",,SHAYOK Marial,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenSSDSouth Sudan     9    NaN",
0,30,United States,27 Aug 1994,Athlete,Female,1.91,"SYRACUSE, NY",United States,STEWART Breanna,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal",
0,33,Canada,19 Apr 1991,Athlete,Male,2.11,"TORONTO, ON",,OLYNYK Kelly,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,33,Canada,5 Jan 1991,Athlete,Female,1.93,"NORTH YORK, ON",Canada,ALEXANDER Kayla,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN","MILTON, ON"
0,24,Canada,14 Jun 2000,Athlete,Male,1.95,"TORONTO, ONTARIO",,BARRETT Rj,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,28,Canada,22 Jan 1996,Athlete,Male,1.98,"MISSISSAUGA, ON",,BROOKS Dillon,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,31,United States,5 Oct 1993,Athlete,Female,1.78,"LINCOLNWOOD, IL",,LOYD Jewell,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal",
0,25,Canada,19 Apr 1999,Athlete,Male,1.94,"MONTREAL, QC",,DORT Luguentz,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,34,Greece,31 Jul 1990,Athlete,Male,2.03,TRIKALA,Greece,PAPANIKOLAOU Kostas,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenGREGreece     8    NaN",
0,28,Australia,10 Sep 1996,Athlete,Female,1.90,"HOBART, TAS",Australia,SMITH Alanna,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal",
0,30,Canada,3 Dec 1993,Athlete,Female,1.76,"NEW WESTMINSTER, BC",Canada,FIELDS Nirra,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN",
0,34,France,21 Mar 1990,Athlete,Male,1.78,SEVRES,,ALBICY Andrew,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,32,Canada,28 Sep 1992,Athlete,Male,2.06,"MONTREAL, QC",,BIRCH Khem,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,28,South Sudan,26 Jun 1996,Athlete,Male,2.11,,United States,REATH Duop,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN",
0,34,Australia,8 Sep 1990,Athlete,Male,1.91,"MARYBOROUGH, VIC",United States,DELLAVEDOVA Matthew,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN","CLEVELAND, OH"
0,34,Serbia,30 Jun 1990,Athlete,Female,1.79,KRALJEVO,Serbia,JOVANOVIC Nevena,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenSRBSerbia     6    NaN",KRALJEVO
0,24,,28 Aug 2000,Athlete,Male,1.98,,Brazil,CARDOSO Joao,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenBRABrazil     7    NaN",
0,29,Croatia,27 Oct 1994,Athlete,Male,2.00,KNIN,,DOBRIC Ognjen,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,32,Serbia,18 Aug 1992,Athlete,Male,1.96,BELGRADE,,BOGDANOVIC Bogdan,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,26,France,5 Sep 1998,Athlete,Female,1.90,LE MANS,France,CHERY Alexia,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,33,Canada,4 Mar 1991,Athlete,Male,2.01,"TORONTO, ON",,EJIM Melvin,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,28,United States,6 Jan 1996,Athlete,Male,1.80,"MORRISTOWN, NJ",United States,HOWARD Jordan,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN","CHANDLER, AZ"
0,20,France,26 Jul 2004,Athlete,Male,2.00,SAINT-CLOUD,,COULIBALY Bilal,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,25,China,28 Mar 1999,Athlete,Female,2.00,CHANGZHI,China,LI Yueru,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",DONGGUAN
0,28,Australia,27 Jun 1996,Athlete,Male,2.03,"CABARITA BEACH, QLD",Australia,MCVEIGH Jack,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  MenAUSAustralia     6    NaN","HOBART, TAS"
0,31,Japan,10 Oct 1993,Athlete,Female,1.64,ASAKA,Japan,MOTOHASHI Nako,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenJPNJapan    12    NaN",TOKYO
0,30,Cameroon,16 Mar 1994,Athlete,Male,2.13,YAOUNDE,United States,EMBIID Joel,"             Discipline                Event  Rank       Medal
0  BasketballBasketball  MenUSAUnited States     1  Gold Medal",
0,34,United States,18 Oct 1990,Athlete,Female,2.03,"HOUSTON, TX",United States,GRINER Brittney,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal",
0,28,Canada,5 Nov 1995,Athlete,Male,2.10,"SASKATOON, SK",United States,LYLES Trey,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,25,United States,23 Dec 1998,Athlete,Male,2.07,"WAIMANALO, HI",Japan,WATANABE Hugh,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",OKINAWA
0,24,United States,7 Jun 2000,Athlete,Female,1.93,"FAIRFAX, VA",Türkiye,EBO Lauren,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,23,,5 Apr 2001,Athlete,Female,1.77,,,SMAILBEGOVIC Nadija,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenSRBSerbia     6    NaN",
0,23,Japan,2 May 2001,Athlete,Male,1.72,YANAI,,KAWAMURA Yuki,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",
0,27,Serbia,9 Jan 1997,Athlete,Male,1.98,BELGRADE,,MARINKOVIC Vanja,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,26,Japan,28 Aug 1998,Athlete,Female,1.84,"NANAO, ISHIKAWA",Japan,AKAHO Himawari,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenJPNJapan    12    NaN",
0,28,Canada,22 Feb 1996,Athlete,Female,1.82,"HAMILTON, ON",Canada,NURSE Kia,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenCANCanada    11    NaN",
0,23,United States,5 Aug 2001,Athlete,Male,1.93,"ATLANTA, GA",United States,EDWARDS Anthony,"             Discipline                Event  Rank       Medal
0  BasketballBasketball  MenUSAUnited States     1  Gold Medal",
0,37,Japan,9 Oct 1987,Athlete,Female,1.65,TOKYO,Japan,YOSHIDA Asami,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenJPNJapan    12    NaN",
0,26,Australia,30 Jun 1998,Athlete,Female,1.83,"PERTH, WA",,ATWELL Amy,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal",
0,26,Canada,2 Sep 1998,Athlete,Male,1.96,"TORONTO, ON",,ALEXANDER-WALKER Nickeil,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,26,Nigeria,2 Sep 1998,Athlete,Female,1.95,EBONYI,,EJIOFOR Blessing,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,31,Spain,9 May 1993,Athlete,Female,1.79,BARCELONA,Spain,VILARO Andrea,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenESPSpain     5    NaN",BARCELONA
0,25,Nigeria,6 Jul 1999,Athlete,Female,1.83,AROCHUKWU,,OKORO Ifunanya,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,33,Cuba,23 Jun 1991,Athlete,Male,2.03,SANTA CLARA,,ROMERO Ismael,"             Discipline              Event  Rank  Medal
0  BasketballBasketball  MenPURPuerto Rico    12    NaN",
0,20,France,4 Jan 2004,Athlete,Male,2.22,LE CHESNAY,,WEMBANYAMA Victor,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,30,Serbia,25 Oct 1994,Athlete,Male,1.92,CACAK,,AVRAMOVIC Aleksa,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,24,United States,26 Feb 2000,Athlete,Female,1.87,"BANDON, OR",,SABALLY Nyara,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
0,34,United States,12 Jun 1990,Athlete,Male,1.93,"CHATSWORTH, CA",United States,HOLIDAY Jrue,"             Discipline                Event  Rank       Medal
0  BasketballBasketball  MenUSAUnited States     1  Gold Medal",
0,27,France,28 Nov 1996,Athlete,Male,1.97,PARIS,,CORDINIER Isaia,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenFRAFrance     2  Silver Medal",
0,37,Germany,17 May 1987,Athlete,Female,1.87,CHEMNITZ,Germany,BAR Romy,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
0,24,United States,29 Oct 1999,Athlete,Female,1.93,"HOUSTON, TX",,HOLLINGSHED Mya,"             Discipline                Event  Rank  Medal
0  BasketballBasketball  WomenPURPuerto Rico    10    NaN",
0,27,Spain,1 Aug 1997,Athlete,Female,1.82,VIGO,,ARAUJO Maria,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenESPSpain     5    NaN",
0,33,Bosnia & Herzegovina,12 Jan 1991,Athlete,Female,1.90,SARAJEVO,,KRAJISNIK Tina,"             Discipline           Event  Rank  Medal
0  BasketballBasketball  WomenSRBSerbia     6    NaN",
0,25,United States,7 Jan 1999,Athlete,Female,1.87,"NEW LONDON, CT",United States,PAGAN India,"             Discipline                Event  Rank  Medal
0  BasketballBasketball  WomenPURPuerto Rico    10    NaN","NEW LONDON, CT"
0,23,France,12 Jul 2001,Athlete,Female,1.94,SEVRES,France,RUPERT Iliana,"             Discipline           Event  Rank         Medal
0  BasketballBasketball  WomenFRAFrance     2  Silver Medal",
0,31,Spain,1 Aug 1993,Athlete,Male,1.98,PALMA DE MALLORCA,Spain,ABRINES Alex,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenESPSpain    10    NaN",
0,28,United States,8 Aug 1996,Athlete,Female,1.93,"COLUMBIA, SC",United States,WILSON A'ja,"             Discipline                  Event  Rank       Medal
0  BasketballBasketball  WomenUSAUnited States     1  Gold Medal","LAS VEGAS, NV"
0,32,United States,26 Jun 1992,Athlete,Female,1.73,"NEWARK, NJ",United States,KALU Ezinne,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN","NEWARK, NJ"
0,24,Nigeria,5 May 2000,Athlete,Female,1.87,ABUJA,,MUSA Murjanatu,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenNGRNigeria     8    NaN",
0,27,United States,13 Dec 1996,Athlete,Female,1.90,"MADISON, WI",,GUSTAFSON Megan,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenESPSpain     5    NaN",
0,21,Great Britain,9 Jun 2003,Athlete,Male,2.08,"LEICESTER, ENGLAND",,JOVIC Nikola,"             Discipline         Event  Rank         Medal
0  BasketballBasketball  MenSRBSerbia     3  Bronze Medal",
0,30,Australia,15 Jun 1994,Athlete,Female,1.88,"KATHERINE, NT",Australia,TALBOT Steph,"             Discipline              Event  Rank         Medal
0  BasketballBasketball  WomenAUSAustralia     3  Bronze Medal","ADELAIDE, SA"
0,24,Canada,16 Jan 2000,Athlete,Male,1.87,"AURORA, ON",,NEMBHARD Andrew,"             Discipline         Event  Rank  Medal
0  BasketballBasketball  MenCANCanada     5    NaN",
0,25,Japan,25 Nov 1998,Athlete,Female,1.82,TOYOHASHI,,MAWULI Stephanie,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenJPNJapan    12    NaN",
0,25,China,2 Sep 1999,Athlete,Female,1.85,JIAOZUO,China,ZHANG Ru,"             Discipline          Event  Rank  Medal
0  BasketballBasketball  WomenCHNChina     9    NaN",ZHENGZHOU
0,30,Germany,28 May 1994,Athlete,Female,1.95,ALTENKIRCHEN,,GUELICH Marie,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
0,30,Japan,13 Oct 1994,Athlete,Male,2.06,YOKAHAMA,,WATANABE Yuta,"             Discipline        Event  Rank  Medal
0  BasketballBasketball  MenJPNJapan    11    NaN",
0,24,Germany,10 Feb 2000,Athlete,Female,1.90,ANSBACH,,GEISELSODER Luisa,"             Discipline            Event  Rank  Medal
0  BasketballBasketball  WomenGERGermany     7    NaN",
